customer_id,customer_name,customer_segment,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_total,rfm_segment
555,Jocelyn Krueger,Silver,10,8,7107.59,1,3,4,8,At Risk
178,Jonathan Ramsey,Silver,152,9,13885.90,4,2,2,8,New Customers
599,Melissa Archer,Bronze,40,9,9696.21,3,2,3,8,Potential Loyalists
492,Jerry Carey,Silver,10,7,9423.98,1,4,3,8,At Risk
458,Patrick Reilly,Bronze,16,8,9147.77,2,3,3,8,At Risk
360,Christopher Walton,Bronze,219,10,17013.39,5,2,1,8,New Customers
452,Joshua Molina,Silver,8,6,9111.98,1,4,3,8,At Risk
236,Monica Huffman,Silver,59,8,13406.60,3,3,2,8,Loyal Customers
278,Maria Harrison,Platinum,208,9,16921.12,5,2,1,8,New Customers
9,Jeffrey Jones,Bronze,1,8,6415.37,1,3,4,8,At Risk
37,Daniel Martin,Bronze,20,7,8243.47,2,3,3,8,At Risk
171,Stephen Lawrence,Silver,123,9,12239.88,4,2,2,8,New Customers
148,Christian Vega,Bronze,70,8,10810.54,3,3,2,8,Loyal Customers
14,Amanda Wagner,Silver,40,9,9481.40,3,2,3,8,Potential Loyalists
457,Patricia Lopez,Gold,88,10,11471.62,4,2,2,8,New Customers
49,Cory Jennings,Silver,48,7,15309.88,3,4,1,8,Loyal Customers
538,Susan Gill,Silver,5,7,7231.01,1,3,4,8,At Risk
582,Shane Santos,Bronze,71,12,7695.69,3,1,4,8,Potential Loyalists
521,Heidi Baker,Silver,6,7,10054.97,1,4,3,8,At Risk
323,James Turner,Bronze,44,11,9538.57,3,1,3,7,Potential Loyalists
554,Joshua Wood,Bronze,45,9,12476.64,3,2,2,7,Potential Loyalists
459,Jeremy Oliver,Bronze,31,6,17403.47,2,4,1,7,At Risk
497,Amanda Lee,Silver,49,9,10420.69,3,2,2,7,Potential Loyalists
209,Gwendolyn Vasquez,Silver,50,12,9508.93,3,1,3,7,Potential Loyalists
187,April Moody,Platinum,51,10,10847.01,3,2,2,7,Potential Loyalists
137,Christine Sanchez,Gold,51,9,10443.31,3,2,2,7,Potential Loyalists
257,Alexis Rodriguez,Gold,29,9,8488.05,2,2,3,7,Lost
191,Brittany Hall,Gold,57,8,15746.41,3,3,1,7,Loyal Customers
287,Jessica Smith,Silver,27,7,13938.16,2,3,2,7,At Risk
503,Jeffery Fields,Silver,60,9,13139.01,3,2,2,7,Potential Loyalists
343,Stephanie Ali,Bronze,61,9,12655.77,3,2,2,7,Potential Loyalists
149,Katherine Ayers,Gold,26,8,13854.81,2,3,2,7,At Risk
482,Catherine Mendoza,Gold,63,10,12497.72,3,2,2,7,Potential Loyalists
106,Eric Price,Bronze,64,10,11005.85,3,2,2,7,Potential Loyalists
341,Douglas Orozco,Silver,64,9,11871.53,3,2,2,7,Potential Loyalists
216,Shawn Parsons,Bronze,65,9,11448.20,3,2,2,7,Potential Loyalists
163,Haley Castillo,Silver,65,9,10644.63,3,2,2,7,Potential Loyalists
229,Phillip Moore,Silver,325,13,15172.79,5,1,1,7,New Customers
276,Courtney Padilla,Bronze,25,8,10500.41,2,3,2,7,At Risk
536,Tammy Welch,Silver,24,12,7529.62,2,1,4,7,Lost
151,Jason Holloway,Platinum,70,10,13025.54,3,2,2,7,Potential Loyalists
136,Rebecca Calderon,Bronze,73,8,14101.94,3,3,1,7,Loyal Customers
494,Christina Mcknight,Gold,78,10,12108.45,3,2,2,7,Potential Loyalists
410,Jasmine Patrick,Gold,23,7,15812.62,2,4,1,7,At Risk
222,Lisa Davis,Silver,79,8,14488.81,3,3,1,7,Loyal Customers
385,Cassandra Rogers,Gold,81,7,18554.06,3,3,1,7,Loyal Customers
324,Alan Mccoy,Gold,86,10,16772.51,4,2,1,7,New Customers
432,Wendy Lawson,Gold,3,9,6178.35,1,2,4,7,Lost
117,Mary Burns,Bronze,20,13,6771.69,2,1,4,7,Lost
450,Anna Cruz,Bronze,92,14,12284.30,4,1,2,7,New Customers
440,Amy James,Silver,20,10,9783.40,2,2,3,7,Lost
583,Douglas Ryan,Gold,97,10,15579.36,4,2,1,7,New Customers
206,Abigail Cole,Bronze,19,8,10744.41,2,3,2,7,At Risk
408,Julie Santana,Platinum,102,10,14465.55,4,2,1,7,New Customers
314,Chloe Juarez,Silver,104,10,17670.72,4,2,1,7,New Customers
552,Dustin Cook,Bronze,109,15,12613.88,4,1,2,7,New Customers
308,Robert Randall,Silver,114,11,10980.93,4,1,2,7,New Customers
549,Kimberly Lee,Bronze,115,11,11952.76,4,1,2,7,New Customers
532,Hannah Sanchez,Silver,115,11,13954.06,4,1,2,7,New Customers
235,Harold Garza,Gold,115,10,16612.64,4,2,1,7,New Customers
438,Valerie Mcmillan,Bronze,16,8,11968.07,2,3,2,7,At Risk
78,Robert Marshall,Silver,118,9,17129.11,4,2,1,7,New Customers
591,Luke Klein,Silver,119,11,12214.81,4,1,2,7,New Customers
329,Scott Perry,Bronze,119,9,17756.78,4,2,1,7,New Customers
205,Sergio Miller,Bronze,14,7,8387.66,1,3,3,7,At Risk
454,David Flores,Gold,125,11,13898.00,4,1,2,7,New Customers
456,Diana Abbott,Bronze,13,8,8924.03,1,3,3,7,At Risk
25,Anne Johnson,Bronze,2,8,10226.28,1,3,3,7,At Risk
586,Michele Sosa,Gold,133,13,10590.70,4,1,2,7,New Customers
375,Joann Todd,Gold,12,8,9516.09,1,3,3,7,At Risk
248,Tony Jones,Silver,12,8,9574.86,1,3,3,7,At Risk
589,Kelly Sims,Silver,147,11,11252.52,4,1,2,7,New Customers
437,Monica Warren,Silver,158,11,14296.02,5,1,1,7,New Customers
220,Rachel Pierce,Platinum,172,12,16423.34,5,1,1,7,New Customers
597,Geoffrey Cantu,Silver,9,9,5732.92,1,2,4,7,Lost
362,Cassandra Taylor,Platinum,7,7,10223.89,1,3,3,7,At Risk
48,Paige Taylor,Bronze,201,14,17480.16,5,1,1,7,New Customers
353,Devin Williams,Bronze,210,11,17821.04,5,1,1,7,New Customers
383,George Brooks,Silver,217,12,20703.03,5,1,1,7,New Customers
87,Denise Gilmore,Bronze,6,6,10744.87,1,4,2,7,At Risk
565,Jeffrey Anderson,Silver,5,8,9055.52,1,3,3,7,At Risk
509,Kari Norton,Gold,4,8,8130.64,1,3,3,7,At Risk
237,Lindsey Franklin,Bronze,33,8,13100.07,2,3,2,7,At Risk
285,Robert Peters,Platinum,33,9,10248.27,2,2,3,7,Lost
529,David Hunter,Bronze,33,9,10161.96,2,2,3,7,Lost
539,Jacob Johnson,Silver,288,14,14274.14,5,1,1,7,New Customers
475,Angela Gonzalez,Bronze,32,6,14083.34,2,4,1,7,At Risk
439,Barbara Smith,Silver,43,10,13396.85,3,2,2,7,Potential Loyalists
110,Marie Jones,Bronze,32,10,9832.09,2,2,3,7,Lost
374,Dean Thompson,Bronze,33,12,9258.90,2,1,3,6,Lost
396,Bryan Stout,Silver,26,12,7996.70,2,1,3,6,Lost
442,Mary Stone,Silver,5,12,6400.14,1,1,4,6,Lost
479,Mary Aguirre,Gold,13,8,13369.93,1,3,2,6,At Risk
321,Christopher Mcdowell,Bronze,0,9,9470.96,1,2,3,6,Lost
161,Jonathan Nichols,Silver,3,9,8487.99,1,2,3,6,Lost
116,Cynthia Steele,Bronze,88,12,20616.00,4,1,1,6,New Customers
100,Martha Porter,Gold,51,9,17162.41,3,2,1,6,Potential Loyalists
147,Gloria Mayer,Gold,30,8,14228.69,2,3,1,6,At Risk
30,John Alvarez,Silver,2,9,11368.87,1,3,2,6,At Risk
190,Zachary Sullivan,Platinum,123,12,15827.81,4,1,1,6,New Customers
306,Jonathan Lawrence,Bronze,15,8,11004.03,1,3,2,6,At Risk
274,Patricia Vargas,Silver,39,9,11784.90,2,2,2,6,Lost
365,Margaret Morrison,Silver,103,14,20092.92,4,1,1,6,New Customers
427,Maria Ellison,Bronze,9,10,10209.85,1,2,3,6,Lost
255,Steven Miller,Bronze,146,11,20146.16,4,1,1,6,New Customers
194,Mitchell Peters,Silver,147,12,16484.50,4,1,1,6,New Customers
443,Jerry Mckinney,Gold,9,13,7780.73,1,1,4,6,Lost
256,Austin Livingston,Gold,8,9,8277.75,1,2,3,6,Lost
600,Kristen Cox,Bronze,2,10,8429.56,1,2,3,6,Lost
491,Logan Lee,Silver,114,12,22146.64,4,1,1,6,New Customers
594,Meghan Gonzalez,Silver,40,8,17213.85,2,3,1,6,At Risk
413,Crystal Guzman,Silver,74,13,13737.59,3,1,2,6,Potential Loyalists
424,Alison Frank,Silver,12,8,13231.12,1,3,2,6,At Risk
335,April Foster,Bronze,40,14,10596.08,3,1,2,6,Potential Loyalists
128,Cheryl Brown,Gold,3,8,13261.83,1,3,2,6,At Risk
379,Eric Barber,Bronze,49,11,10961.01,3,1,2,6,Potential Loyalists
434,Jose Hutchinson,Silver,40,9,11082.74,2,2,2,6,Lost
68,Elizabeth Mills,Silver,96,12,16079.81,4,1,1,6,New Customers
217,Donna Williams,Bronze,7,8,11959.45,1,3,2,6,At Risk
507,Patrick Kaiser,Silver,107,14,19016.25,4,1,1,6,New Customers
122,Nathan Mckee,Gold,130,11,14013.33,4,1,1,6,New Customers
528,Kevin Davis,Platinum,45,13,13593.90,3,1,2,6,Potential Loyalists
233,Hailey Delacruz,Bronze,6,11,7194.01,1,1,4,6,Lost
441,Kimberly Arnold,Platinum,138,11,14773.35,4,1,1,6,New Customers
245,Katherine Fowler,Gold,93,13,22616.26,4,1,1,6,New Customers
551,Thomas Cohen,Bronze,64,12,13669.88,3,1,2,6,Potential Loyalists
370,Donald Hoover,Platinum,3,9,8141.36,1,2,3,6,Lost
516,Michael Lee,Gold,25,9,10581.08,2,2,2,6,Lost
473,Nicholas Ruiz,Bronze,63,11,13763.79,3,1,2,6,Potential Loyalists
412,Joshua Obrien,Bronze,63,12,13868.51,3,1,2,6,Potential Loyalists
159,Erica Sims,Platinum,61,9,18281.84,3,2,1,6,Potential Loyalists
131,Angela Smith,Silver,1,10,8207.24,1,2,3,6,Lost
517,Shawn Thompson,Bronze,5,10,9095.06,1,2,3,6,Lost
315,Michael Fletcher,Silver,45,11,13145.67,3,1,2,6,Potential Loyalists
566,Sarah Johnson,Silver,27,9,10585.09,2,2,2,6,Lost
512,Cody Weber,Silver,44,9,14622.97,3,2,1,6,Potential Loyalists
407,Randall Evans,Platinum,110,12,18971.24,4,1,1,6,New Customers
435,Michael Mcdonald,Silver,54,11,13890.57,3,1,2,6,Potential Loyalists
495,Brianna Duffy,Bronze,29,10,13509.15,2,2,2,6,Lost
307,Michael Burnett,Gold,59,16,18506.58,3,1,1,5,Potential Loyalists
501,Tracy Mccoy,Silver,57,15,22195.74,3,1,1,5,Potential Loyalists
282,Mark Thornton,Gold,12,8,14352.39,1,3,1,5,At Risk
405,Michael Williams,Silver,8,9,13736.51,1,2,2,5,Lost
42,Heather Santos,Bronze,44,15,19639.17,3,1,1,5,Potential Loyalists
183,Michael Lambert,Bronze,32,11,13688.52,2,1,2,5,Lost
345,Robin Anderson,Platinum,4,8,16020.96,1,3,1,5,At Risk
373,Alexis Valdez,Bronze,31,10,14097.78,2,2,1,5,Lost
524,Kevin Arellano,Silver,49,14,17418.91,3,1,1,5,Potential Loyalists
33,Victoria Wilson,Bronze,5,10,10704.90,1,2,2,5,Lost
109,Carrie Dominguez,Bronze,46,12,22055.70,3,1,1,5,Potential Loyalists
328,Chelsea Garrison,Bronze,35,11,12264.49,2,1,2,5,Lost
418,Lindsey Mullins,Bronze,8,9,10466.65,1,2,2,5,Lost
264,Melissa Peterson,Silver,6,10,13633.81,1,2,2,5,Lost
397,Angela Mcbride,Bronze,1,11,9253.71,1,1,3,5,Lost
86,Maria Nelson,Bronze,52,11,16949.94,3,1,1,5,Potential Loyalists
338,Elizabeth Ortiz,Bronze,23,11,13497.79,2,1,2,5,Lost
192,Debra Boyd,Silver,42,14,21485.38,3,1,1,5,Potential Loyalists
90,Sandra Barron,Silver,74,11,14902.92,3,1,1,5,Potential Loyalists
158,Brian Hayes,Bronze,16,14,12738.44,2,1,2,5,Lost
277,Gregory Hansen,Bronze,16,14,13315.85,2,1,2,5,Lost
393,Michelle Brown,Silver,20,11,13554.03,2,1,2,5,Lost
201,Alicia Henderson,Silver,39,10,15588.07,2,2,1,5,Lost
423,Becky Moyer,Gold,13,11,8518.86,1,1,3,5,Lost
126,Valerie Peck,Bronze,11,8,14392.71,1,3,1,5,At Risk
195,Thomas Burke,Silver,20,10,19002.57,2,2,1,5,Lost
401,Kirsten Martinez,Silver,30,9,18079.88,2,2,1,5,Lost
200,David Miller,Bronze,24,10,20455.39,2,2,1,5,Lost
403,Kevin Hodge,Gold,18,9,19438.36,2,2,1,5,Lost
203,Thomas Smith,Silver,62,14,15203.75,3,1,1,5,Potential Loyalists
508,Gary Hancock,Bronze,67,11,23177.94,3,1,1,5,Potential Loyalists
506,Marie Villarreal,Silver,24,10,17005.79,2,2,1,5,Lost
390,Lance Lawrence,Gold,6,9,13943.32,1,2,2,5,Lost
546,Jamie Hernandez,Bronze,2,10,13183.74,1,2,2,5,Lost
145,Brandon Armstrong,Silver,47,14,20999.03,3,1,1,5,Potential Loyalists
387,Rebecca Navarro,Bronze,22,11,13592.60,2,1,2,5,Lost
317,Zoe Meadows,Silver,7,9,13717.16,1,2,2,5,Lost
342,Anthony Schultz,Silver,32,10,22272.03,2,2,1,5,Lost
127,Rodney Morales,Silver,40,13,15149.81,3,1,1,5,Potential Loyalists
16,Mary Aguilar,Bronze,22,11,11013.55,2,1,2,5,Lost
515,Tracy Mccormick,Bronze,8,11,10224.60,1,1,3,5,Lost
176,David Silva,Gold,14,11,12954.95,1,1,2,4,Lost
82,Stephen Obrien,Silver,4,10,16668.58,1,2,1,4,Lost
333,Brian Watson,Silver,12,14,13562.23,1,1,2,4,Lost
400,Anthony Munoz,Silver,18,14,18281.04,2,1,1,4,Lost
363,Kayla Wolfe,Silver,11,10,17433.55,1,2,1,4,Lost
24,Adam Bell,Bronze,19,13,17509.58,2,1,1,4,Lost
299,Brandy Hubbard,Bronze,3,9,14079.91,1,2,1,4,Lost
570,Rachel Stanton,Gold,20,12,21054.25,2,1,1,4,Lost
125,Justin Pugh,Bronze,10,11,12767.14,1,1,2,4,Lost
436,Eric Harrison,Gold,1,10,23152.48,1,2,1,4,Lost
94,Jennifer Coleman,Gold,9,11,10525.99,1,1,2,4,Lost
563,Christy Johnson,Bronze,2,10,16005.04,1,2,1,4,Lost
369,Steven Jones,Silver,1,11,13953.84,1,1,2,4,Lost
547,Monique Waller,Silver,2,13,13140.59,1,1,2,4,Lost
121,Joseph Clayton,Gold,3,10,14204.57,1,2,1,4,Lost
301,Tyler Boone,Bronze,23,12,21329.15,2,1,1,4,Lost
571,Kristie Lucas,Bronze,1,9,14329.88,1,2,1,4,Lost
27,Tamara Higgins,Bronze,31,13,16836.87,2,1,1,4,Lost
95,Bradley Gonzales,Silver,7,14,10568.17,1,1,2,4,Lost
102,Alice Allen,Platinum,31,11,14746.87,2,1,1,4,Lost
239,Megan Brown,Bronze,7,11,12105.81,1,1,2,4,Lost
421,Aaron Walker,Bronze,24,12,14144.48,2,1,1,4,Lost
455,Donna Moss,Gold,25,19,24909.02,2,1,1,4,Lost
361,Scott Baker,Bronze,6,10,15178.17,1,2,1,4,Lost
186,Wayne Bates,Bronze,25,15,18964.40,2,1,1,4,Lost
592,Eric George,Gold,28,12,21569.17,2,1,1,4,Lost
244,James Mclean,Silver,35,12,14033.28,2,1,1,4,Lost
417,Stacey Henson,Gold,36,16,16873.18,2,1,1,4,Lost
564,Tonya Chase,Silver,37,13,16398.38,2,1,1,4,Lost
188,Nicholas Solomon,Gold,4,11,10769.37,1,1,2,4,Lost
114,Russell Smith,Bronze,14,9,14801.74,1,2,1,4,Lost
378,Justin West,Gold,16,14,14546.70,2,1,1,4,Lost
88,Shawn Davidson,Silver,13,10,14949.55,1,2,1,4,Lost
386,Molly Robertson,Silver,17,12,20291.66,2,1,1,4,Lost
31,Jennifer Stewart,Bronze,17,18,24860.67,2,1,1,4,Lost
185,Anthony Perkins,Bronze,18,13,16151.56,2,1,1,4,Lost
541,Mary Wiggins,Bronze,1,13,18179.53,1,1,1,3,Lost
57,Ryan Anderson,Silver,5,13,28097.72,1,1,1,3,Lost
518,Joan Cook,Silver,2,12,13966.85,1,1,1,3,Lost
381,Erica Terry,Bronze,3,12,16083.37,1,1,1,3,Lost
225,Wendy Warren,Gold,7,12,17718.50,1,1,1,3,Lost
283,James Fox,Silver,7,11,15897.86,1,1,1,3,Lost
587,Lindsay Collins,Bronze,8,11,16318.85,1,1,1,3,Lost
249,Terri Reyes,Gold,8,11,21293.97,1,1,1,3,Lost
344,Christopher Hale,Silver,2,12,17654.04,1,1,1,3,Lost
265,James Cortez,Silver,9,12,29275.31,1,1,1,3,Lost
63,Matthew Miranda,Gold,14,14,14834.60,1,1,1,3,Lost
130,Angela Sloan,Gold,10,15,14107.42,1,1,1,3,Lost
198,John Ramos,Bronze,10,12,19879.83,1,1,1,3,Lost
275,Heather Russell,Platinum,2,11,17194.58,1,1,1,3,Lost
164,Melissa Ward,Silver,5,14,23134.16,1,1,1,3,Lost
